Date,Close/Last,Volume,Open,High,Low
11/30/2023,$187.68,22593510,$188.00,$192.66,$180.27
11/29/2023,$175.32,10298420,$175.02,$177.5999,$174.35
11/28/2023,$171.55,3829799,$170.00,$172.18,$167.91
11/27/2023,$170.30,4214149,$171.00,$172.675,$170.05
11/24/2023,$171.16,1738385,$168.04,$171.48,$167.49
11/22/2023,$168.92,3015395,$168.90,$171.22,$167.30
11/21/2023,$166.67,2834590,$164.93,$168.105,$164.29
11/20/2023,$166.73,3755270,$162.00,$168.815,$162.00
11/17/2023,$161.85,1896456,$160.71,$162.7325,$160.33
11/16/2023,$160.97,3358519,$162.94,$163.00,$159.51
11/15/2023,$163.03,4150023,$166.57,$169.19,$162.84
11/14/2023,$165.86,5141766,$164.50,$166.28,$163.16
11/13/2023,$158.70,3286665,$160.04,$161.1499,$157.28
11/10/2023,$160.40,3982683,$155.85,$161.22,$153.525
11/09/2023,$156.35,3982258,$159.50,$162.398,$156.11
11/08/2023,$158.58,4197978,$160.20,$161.485,$156.01
11/07/2023,$159.57,12553290,$155.77,$162.50,$153.85
11/06/2023,$144.20,4881540,$150.00,$150.45,$141.93
11/03/2023,$149.99,5105651,$143.00,$150.28,$142.72
11/02/2023,$142.75,6822701,$145.22,$147.8393,$140.14
11/01/2023,$144.26,3688286,$145.30,$145.72,$142.32
10/31/2023,$145.13,2860416,$144.79,$145.97,$141.59
10/30/2023,$144.16,2089728,$144.00,$145.75,$142.68
10/27/2023,$143.38,3393761,$144.10,$145.39,$141.89
10/26/2023,$140.84,4801111,$142.06,$144.055,$138.40
10/25/2023,$142.40,4543594,$150.89,$150.96,$141.535
10/24/2023,$151.12,2460125,$149.73,$152.6243,$148.94
10/23/2023,$148.59,2861430,$145.86,$150.83,$144.81
10/20/2023,$147.67,3651742,$153.00,$154.09,$147.3491
10/19/2023,$153.43,2687485,$154.76,$158.09,$153.12
10/18/2023,$153.23,3229186,$159.40,$160.5926,$152.34
10/17/2023,$159.39,3376002,$158.98,$162.70,$158.58
10/16/2023,$162.13,2777002,$157.90,$163.13,$156.91
10/13/2023,$157.16,2818908,$160.66,$161.54,$156.9675
10/12/2023,$159.96,2872230,$161.72,$163.80,$159.31
10/11/2023,$163.54,2263249,$163.92,$165.8021,$162.44
10/10/2023,$163.13,3207673,$163.00,$166.43,$162.50
10/09/2023,$161.81,2901524,$158.50,$163.285,$158.29
10/06/2023,$159.95,5659676,$148.00,$160.3499,$148.00
10/05/2023,$150.25,3931654,$154.05,$155.31,$149.67
10/04/2023,$151.96,3040209,$150.75,$152.70,$149.2401
10/03/2023,$148.79,4035759,$149.08,$151.91,$147.87
10/02/2023,$151.17,3414823,$152.27,$153.29,$149.80
09/29/2023,$152.77,4295518,$153.41,$155.1675,$152.46
09/28/2023,$151.12,5110053,$145.52,$151.552,$141.79
09/27/2023,$147.52,3515837,$148.07,$149.469,$146.10
09/26/2023,$147.05,3225165,$148.80,$150.6532,$146.51
09/25/2023,$149.74,3271861,$148.82,$150.47,$147.67
09/22/2023,$149.70,2916354,$151.42,$152.63,$149.67
09/21/2023,$149.03,6629347,$155.19,$156.19,$148.54
09/20/2023,$158.63,3341733,$159.56,$161.2799,$157.94
09/19/2023,$159.74,3794632,$161.14,$161.85,$156.96
09/18/2023,$161.45,2368142,$160.37,$162.87,$159.57
09/15/2023,$162.41,6661747,$161.64,$163.71,$160.26
09/14/2023,$162.98,4021612,$166.89,$167.3999,$161.13
09/13/2023,$165.34,2714538,$166.23,$167.88,$163.79
09/12/2023,$166.83,3957143,$168.92,$171.52,$166.47
09/11/2023,$170.17,5628752,$166.27,$172.35,$166.26
09/08/2023,$165.95,7728682,$165.21,$167.75,$163.92
09/07/2023,$159.84,2884181,$153.82,$159.95,$153.3297
09/06/2023,$157.49,2161261,$157.49,$159.01,$155.97
09/05/2023,$159.38,3219056,$156.30,$159.7699,$155.99
09/01/2023,$157.08,3685404,$158.10,$160.02,$156.75
08/31/2023,$156.85,4404132,$156.00,$158.50,$155.56
08/30/2023,$155.34,3573080,$152.99,$156.7399,$151.865
08/29/2023,$153.30,4601099,$148.08,$153.77,$147.96
08/28/2023,$148.75,5474615,$152.82,$154.97,$148.37
08/25/2023,$152.55,6322800,$147.10,$153.60,$146.87
08/24/2023,$147.67,14065810,$161.55,$161.93,$145.40
08/23/2023,$155.70,10302590,$151.87,$157.46,$151.80
08/22/2023,$152.58,4994093,$153.88,$154.19,$151.55
08/21/2023,$151.88,5671008,$149.06,$153.11,$149.06
08/18/2023,$147.63,5852293,$144.49,$147.86,$142.4001
08/17/2023,$146.94,4348368,$149.87,$150.89,$146.09
08/16/2023,$149.69,3561562,$151.20,$152.7499,$148.84
08/15/2023,$151.10,2644577,$151.57,$153.40,$150.08
08/14/2023,$152.86,3136721,$151.54,$153.15,$150.07
08/11/2023,$153.37,3974439,$153.30,$155.43,$151.37
08/10/2023,$155.02,3248942,$155.41,$158.83,$153.955
08/09/2023,$154.07,4363803,$157.85,$158.95,$153.32
08/08/2023,$156.33,11725250,$157.23,$160.72,$154.17
08/07/2023,$166.67,3540487,$168.01,$168.61,$163.62
08/04/2023,$166.67,7332568,$171.36,$172.44,$165.085
08/03/2023,$161.05,7812111,$163.46,$164.72,$159.53
08/02/2023,$164.60,5348439,$172.50,$172.7965,$164.51
08/01/2023,$176.58,2464778,$175.23,$177.71,$174.82
07/31/2023,$177.71,3489661,$176.98,$181.3639,$176.98
07/28/2023,$174.83,4764960,$170.96,$175.35,$169.72
07/27/2023,$168.27,4820652,$174.32,$175.40,$167.02
07/26/2023,$170.00,6916274,$174.20,$174.30,$168.245
07/25/2023,$179.29,3775621,$177.00,$181.80,$176.31
07/24/2023,$174.80,3464828,$176.11,$177.35,$172.86
07/21/2023,$175.90,4020471,$178.68,$180.81,$175.85
07/20/2023,$176.33,6092855,$182.47,$183.9499,$175.55
07/19/2023,$185.45,3933188,$191.86,$193.23,$185.15
07/18/2023,$188.20,4361144,$185.48,$189.24,$182.10
07/17/2023,$184.21,3675461,$182.50,$185.58,$181.11
07/14/2023,$180.79,5361029,$184.94,$187.79,$180.07
07/13/2023,$184.22,8873521,$175.825,$184.45,$175.27
07/12/2023,$171.93,4546896,$175.09,$175.76,$170.22
07/11/2023,$172.05,4267383,$171.20,$174.3442,$169.32
07/10/2023,$169.65,6857264,$166.53,$170.48,$162.60
07/07/2023,$170.61,3212306,$173.37,$176.41,$170.49
07/06/2023,$172.19,4752968,$169.82,$173.1021,$167.485
07/05/2023,$172.55,6166775,$175.00,$175.9018,$170.63
07/03/2023,$176.99,2665332,$176.00,$178.10,$174.65
06/30/2023,$175.98,7345166,$179.33,$181.50,$175.75
06/29/2023,$175.77,9010567,$183.55,$186.17,$175.121
06/28/2023,$183.85,13895560,$179.18,$191.94,$178.85
06/27/2023,$177.02,9516416,$176.99,$179.1499,$170.56
06/26/2023,$169.84,6906768,$180.59,$183.39,$169.51
06/23/2023,$178.25,6259299,$175.75,$181.8165,$174.61
06/22/2023,$178.60,5189855,$171.18,$179.74,$170.82
06/21/2023,$173.39,5463254,$180.70,$183.60,$173.26
06/20/2023,$179.08,5305499,$183.30,$185.6708,$176.711
06/16/2023,$184.18,6589530,$191.57,$193.94,$182.9208
06/15/2023,$190.98,9779343,$179.18,$191.65,$178.35
06/14/2023,$181.07,6664442,$172.73,$181.33,$171.11
06/13/2023,$173.44,4182986,$173.03,$174.86,$168.76
06/12/2023,$171.89,5098018,$170.27,$172.38,$167.838
06/09/2023,$170.65,5314504,$174.31,$176.5261,$169.29
06/08/2023,$174.31,5847401,$167.655,$174.66,$166.40
06/07/2023,$169.07,8407551,$182.01,$183.00,$167.3671
06/06/2023,$182.22,5827714,$181.25,$185.04,$181.17
06/05/2023,$181.75,5608728,$175.81,$183.55,$175.50
06/02/2023,$175.21,9757340,$172.30,$182.95,$172.08
06/01/2023,$167.28,5597720,$160.37,$169.46,$160.00
05/31/2023,$165.36,14605660,$158.00,$168.98,$157.43
05/30/2023,$158.65,9655841,$151.18,$159.99,$150.50
05/26/2023,$150.01,11512200,$146.86,$152.90,$144.825
05/25/2023,$147.91,23970000,$150.47,$158.7299,$143.11
05/24/2023,$177.14,10020840,$173.64,$178.40,$172.1205
05/23/2023,$175.16,4558489,$177.04,$182.50,$175.082
05/22/2023,$178.47,4424320,$176.51,$182.20,$175.3934
05/19/2023,$176.82,6704978,$181.18,$182.46,$175.71
05/18/2023,$184.31,7229138,$175.97,$185.00,$175.51
05/17/2023,$174.02,4335566,$172.09,$174.5499,$170.30
05/16/2023,$171.71,3482860,$170.14,$173.05,$168.79
05/15/2023,$172.05,3436500,$167.66,$172.88,$166.90
05/12/2023,$167.40,4041019,$169.20,$171.32,$166.42
05/11/2023,$170.07,3466383,$170.21,$171.7799,$168.85
05/10/2023,$172.04,6799409,$165.81,$173.27,$165.20
05/09/2023,$163.87,3770447,$158.97,$164.56,$158.61
05/08/2023,$160.42,5587240,$160.11,$163.1823,$156.29
05/05/2023,$154.17,4538512,$155.75,$159.05,$153.00
05/04/2023,$155.27,7030450,$148.98,$156.59,$148.86
05/03/2023,$144.64,3309104,$144.07,$147.59,$142.4424
05/02/2023,$144.84,2845502,$146.44,$147.05,$143.54
05/01/2023,$146.97,3011139,$148.15,$148.46,$145.01
04/28/2023,$148.08,5223139,$145.67,$148.76,$140.87
04/27/2023,$148.77,5736423,$148.32,$149.88,$145.13
04/26/2023,$147.06,9439700,$142.78,$149.2799,$142.60
04/25/2023,$135.48,7176410,$140.56,$140.66,$135.26
04/24/2023,$142.51,3472436,$144.85,$145.81,$140.7731
04/21/2023,$145.19,3672166,$144.07,$146.80,$143.52
04/20/2023,$142.72,2993922,$142.30,$144.13,$141.74
04/19/2023,$144.55,2887438,$144.45,$146.46,$143.65
04/18/2023,$145.89,4021831,$147.53,$147.57,$142.17
04/17/2023,$145.26,3970463,$142.13,$145.85,$141.83
04/14/2023,$142.13,5472627,$140.00,$142.20,$138.31
04/13/2023,$141.38,4832512,$141.09,$144.5481,$140.55
04/12/2023,$139.66,6993540,$141.90,$144.50,$139.3201
04/11/2023,$139.19,10945820,$139.68,$142.40,$136.59
04/10/2023,$147.77,3484912,$143.34,$147.99,$141.60
04/06/2023,$145.68,3326902,$144.59,$146.06,$140.88
04/05/2023,$146.48,5422068,$154.83,$156.04,$144.1396
04/04/2023,$155.43,9213654,$151.00,$158.00,$150.75
04/03/2023,$150.00,4290127,$152.78,$154.25,$148.72
03/31/2023,$154.29,8611582,$142.81,$154.44,$141.83
03/30/2023,$142.11,5171853,$139.99,$145.33,$138.76
03/29/2023,$137.46,4051078,$136.26,$138.60,$135.6001
03/28/2023,$134.81,2692733,$136.00,$136.7199,$134.17
03/27/2023,$134.97,3940424,$136.49,$137.87,$134.40
03/24/2023,$136.53,3657496,$139.30,$141.9786,$135.55
03/23/2023,$140.57,6318822,$137.99,$141.1006,$135.0256
03/22/2023,$135.63,4525711,$141.20,$142.80,$135.475
03/21/2023,$141.47,4402331,$136.97,$142.2899,$135.31
03/20/2023,$135.47,3577383,$133.81,$135.58,$131.62
03/17/2023,$135.62,5409629,$138.64,$139.44,$133.56
03/16/2023,$138.92,4689052,$140.00,$142.44,$137.40
03/15/2023,$139.58,4008229,$136.28,$140.17,$135.30
03/14/2023,$139.82,6550384,$138.64,$140.08,$134.88
03/13/2023,$137.73,7589634,$129.98,$140.46,$128.76
03/10/2023,$131.46,8882289,$135.02,$135.7869,$128.56
03/09/2023,$136.30,5078181,$141.38,$144.10,$136.05
03/08/2023,$142.65,3831703,$140.225,$144.38,$139.29
03/07/2023,$142.45,4371918,$141.00,$146.19,$140.10
03/06/2023,$142.07,5419188,$142.65,$146.7399,$140.8477
03/03/2023,$142.11,9894354,$135.51,$143.33,$135.50
03/02/2023,$135.28,25866460,$139.04,$140.15,$131.12
03/01/2023,$154.50,8186394,$154.22,$156.65,$153.00
02/28/2023,$154.38,4395010,$154.68,$155.72,$152.93
02/27/2023,$154.65,4499976,$150.20,$154.70,$148.58
02/24/2023,$148.44,3791718,$149.85,$150.75,$145.28
02/23/2023,$153.12,4105824,$153.50,$154.09,$147.75
02/22/2023,$150.66,4101858,$149.50,$155.38,$149.50
02/21/2023,$151.26,3410995,$150.60,$155.00,$150.08
02/17/2023,$154.08,7951490,$160.50,$160.77,$151.55
02/16/2023,$164.40,4784586,$171.00,$172.72,$163.92
02/15/2023,$175.28,4445096,$171.40,$175.95,$170.07
02/14/2023,$171.02,4994848,$159.97,$171.9396,$158.24
02/13/2023,$161.96,3615724,$158.50,$165.06,$157.05
02/10/2023,$157.33,4156649,$159.66,$162.01,$154.73
02/09/2023,$162.68,4534121,$161.94,$166.7199,$161.2701
02/08/2023,$159.06,3845306,$161.26,$165.00,$158.045
02/07/2023,$160.77,5343248,$157.93,$161.50,$154.415
02/06/2023,$158.07,5708704,$159.74,$163.52,$156.79
02/03/2023,$163.29,7312943,$168.00,$175.49,$163.00
02/02/2023,$178.05,8578224,$173.84,$178.70,$170.26
02/01/2023,$165.22,5056080,$158.59,$166.83,$155.44
01/31/2023,$156.44,5216153,$153.77,$157.25,$151.2101
01/30/2023,$152.92,4239451,$156.78,$159.73,$152.81
01/27/2023,$159.36,11486770,$150.59,$161.32,$150.38
01/26/2023,$152.45,4450235,$148.67,$152.4927,$144.76
01/25/2023,$144.44,7460129,$138.27,$144.93,$134.34
01/24/2023,$145.79,4086142,$148.13,$152.7599,$145.26
01/23/2023,$150.30,4562743,$146.50,$150.92,$144.74
01/20/2023,$144.82,4714237,$136.45,$145.081,$135.32
01/19/2023,$135.24,4916404,$137.50,$140.55,$135.0801
01/18/2023,$140.11,4336969,$147.45,$148.57,$140.04
01/17/2023,$145.72,4607410,$141.15,$147.32,$139.46
01/13/2023,$140.87,4919267,$139.30,$141.7698,$137.31
01/12/2023,$142.14,3810038,$140.39,$142.16,$135.10
01/11/2023,$139.71,4290297,$138.20,$141.065,$136.55
01/10/2023,$137.94,4518407,$134.86,$138.45,$133.74
01/09/2023,$134.43,8192948,$127.23,$137.64,$126.67
01/06/2023,$124.06,5827362,$122.09,$126.07,$119.27
01/05/2023,$121.56,8231751,$129.30,$129.49,$121.04
01/04/2023,$130.44,6672904,$137.28,$137.60,$128.58
01/03/2023,$135.50,4441952,$146.48,$149.20,$135.34
12/30/2022,$143.54,2901853,$139.30,$143.61,$138.82
12/29/2022,$142.38,3468842,$139.20,$143.95,$137.99
12/28/2022,$138.42,2963594,$137.14,$139.56,$136.00
12/27/2022,$137.76,2706977,$136.34,$139.18,$133.59
12/23/2022,$138.49,2669576,$138.78,$139.505,$135.2201
12/22/2022,$140.37,4408688,$143.03,$144.40,$137.77
12/21/2022,$146.75,3649535,$141.72,$146.81,$137.88
12/20/2022,$141.21,3622313,$135.00,$141.99,$134.7923
12/19/2022,$138.10,3851536,$140.34,$143.26,$137.23
12/16/2022,$142.45,6432756,$142.44,$144.83,$139.00
12/15/2022,$142.65,4467890,$144.37,$148.40,$142.22
12/14/2022,$149.20,6486154,$151.52,$156.31,$146.581
12/13/2022,$150.58,7242052,$160.00,$162.70,$150.0801
12/12/2022,$150.88,5909767,$144.18,$151.40,$144.17
12/09/2022,$144.53,4635825,$142.59,$148.68,$141.8155
12/08/2022,$142.87,5654535,$139.28,$144.97,$135.59
12/07/2022,$137.41,5861205,$137.20,$140.24,$134.20
12/06/2022,$136.73,6452074,$136.02,$137.98,$132.51
12/05/2022,$135.63,9420451,$147.98,$148.94,$135.51
12/02/2022,$149.74,6909559,$149.40,$153.51,$147.00
12/01/2022,$154.04,16528820,$144.51,$155.00,$143.25
11/30/2022,$142.90,12668710,$134.87,$142.97,$131.97
11/29/2022,$136.56,3725156,$141.13,$141.565,$136.25
11/28/2022,$141.07,3527099,$143.20,$146.21,$140.5801
11/25/2022,$144.72,1823470,$144.70,$145.1371,$141.66
11/23/2022,$146.45,4295870,$143.73,$148.13,$140.26
11/22/2022,$143.36,4006243,$142.51,$143.63,$136.51
11/21/2022,$141.14,3535053,$143.26,$144.56,$138.40
11/18/2022,$146.20,3133115,$151.24,$151.52,$144.7117
11/17/2022,$147.69,4557930,$149.732,$151.79,$145.31
11/16/2022,$154.15,3800697,$159.63,$161.49,$153.91
11/15/2022,$163.49,4142807,$165.59,$168.00,$160.60
11/14/2022,$157.84,4577600,$157.33,$160.90,$152.47
11/11/2022,$159.41,8671662,$146.64,$162.37,$143.79
11/10/2022,$145.38,9755188,$140.10,$149.27,$139.70
11/09/2022,$126.26,6133055,$126.52,$128.80,$122.77
11/08/2022,$129.16,5532853,$130.91,$133.67,$124.89
11/07/2022,$129.10,5756412,$133.46,$134.083,$126.30
11/04/2022,$132.31,10787660,$148.73,$148.75,$129.36
11/03/2022,$150.47,5935973,$146.61,$157.19,$146.20
11/02/2022,$147.75,6244013,$157.75,$157.99,$147.25
11/01/2022,$159.50,3153090,$164.74,$167.41,$158.742
10/31/2022,$160.30,4302471,$159.25,$161.88,$155.85
10/28/2022,$159.69,7836579,$162.64,$164.30,$155.03
10/27/2022,$169.11,4082195,$171.64,$175.18,$168.10
10/26/2022,$169.45,6582709,$169.80,$179.58,$167.78
10/25/2022,$181.82,3652123,$177.25,$183.46,$176.21
10/24/2022,$174.77,3253567,$178.00,$178.05,$169.76
10/21/2022,$177.10,4027553,$171.75,$177.52,$166.72
10/20/2022,$174.04,4625941,$171.80,$179.95,$171.01
10/19/2022,$171.04,3096535,$169.78,$174.3199,$168.21
10/18/2022,$173.17,8277873,$174.80,$178.46,$171.42
10/17/2022,$167.54,7588637,$158.50,$168.48,$156.69
10/14/2022,$152.38,7112672,$159.35,$163.86,$152.00
10/13/2022,$156.25,10040050,$148.70,$158.12,$145.62
10/12/2022,$158.53,6810150,$154.45,$159.20,$147.88
10/11/2022,$153.53,11775350,$157.66,$158.40,$145.75
10/10/2022,$159.05,7934776,$176.14,$176.73,$157.00
10/07/2022,$175.10,5408859,$183.24,$183.435,$174.535
10/06/2022,$188.91,5291025,$185.05,$189.75,$182.71
10/05/2022,$185.35,5278421,$180.52,$186.54,$176.28
10/04/2022,$183.81,7314391,$180.00,$184.02,$178.04
10/03/2022,$172.51,7354475,$170.81,$174.65,$161.77
09/30/2022,$169.96,5494688,$168.70,$178.46,$168.41
09/29/2022,$170.34,4193798,$170.38,$173.33,$166.08
09/28/2022,$173.84,4399367,$170.48,$174.96,$168.64
09/27/2022,$169.86,5913111,$170.30,$174.78,$165.50
09/26/2022,$165.11,6180538,$171.25,$176.91,$164.25
09/23/2022,$172.13,6000266,$170.00,$174.74,$167.14
09/22/2022,$171.79,4940397,$178.84,$182.015,$170.8494
09/21/2022,$178.72,5461851,$183.20,$188.91,$178.68
09/20/2022,$182.74,5059390,$185.55,$189.39,$182.6268
09/19/2022,$187.70,5645642,$183.00,$188.00,$181.32
09/16/2022,$184.67,17813420,$192.67,$193.66,$182.06
09/15/2022,$196.49,9619444,$194.60,$203.62,$193.71
09/14/2022,$197.98,7329884,$187.80,$199.36,$185.1101
09/13/2022,$187.43,6699909,$183.00,$190.16,$179.93
09/12/2022,$195.21,5118592,$190.00,$195.34,$188.265
09/09/2022,$188.19,5486045,$181.11,$189.19,$181.01
09/08/2022,$179.48,4499437,$175.30,$182.27,$174.3501
09/07/2022,$177.76,5629714,$170.75,$178.22,$167.79
09/06/2022,$169.80,6166605,$170.00,$174.20,$168.46
09/02/2022,$171.49,5650571,$175.00,$178.42,$170.39
09/01/2022,$173.15,10505690,$178.06,$178.17,$165.89
08/31/2022,$180.95,6554536,$187.27,$188.799,$180.136
08/30/2022,$184.74,8443463,$188.83,$191.11,$180.2756
08/29/2022,$186.43,12045560,$194.00,$196.80,$183.29
08/26/2022,$197.71,20065930,$196.00,$205.66,$194.83
08/25/2022,$196.28,25258450,$191.25,$196.99,$184.1201
08/24/2022,$159.49,10260670,$153.19,$161.98,$153.19
08/23/2022,$153.07,4570297,$151.50,$158.90,$151.00
08/22/2022,$151.61,5550780,$149.95,$153.90,$147.73
08/19/2022,$153.94,5412141,$159.65,$159.88,$151.6253
08/18/2022,$161.75,3289468,$162.32,$162.80,$159.45
08/17/2022,$161.29,6578698,$164.09,$166.47,$157.07
08/16/2022,$167.35,8487860,$162.00,$167.49,$158.74
08/15/2022,$170.44,2858289,$167.80,$171.67,$166.61
08/12/2022,$168.68,4699603,$166.19,$169.55,$163.51
08/11/2022,$167.88,5681291,$178.91,$179.95,$167.24
08/10/2022,$174.40,5664080,$169.52,$174.97,$168.62
08/09/2022,$160.55,5224413,$168.06,$169.19,$159.00
08/08/2022,$170.85,7010542,$166.17,$175.80,$166.17
08/05/2022,$165.53,6519515,$155.94,$168.4099,$155.79
08/04/2022,$160.76,6346993,$156.775,$161.59,$154.6109
08/03/2022,$162.37,4851409,$155.40,$163.25,$155.40
08/02/2022,$153.37,8107441,$143.12,$156.65,$143.04
08/01/2022,$150.98,4463512,$146.65,$153.85,$143.38
07/29/2022,$149.91,5250730,$145.00,$149.97,$142.05
07/28/2022,$143.28,5740717,$140.22,$143.28,$134.32
07/27/2022,$141.30,5513717,$136.43,$142.6499,$133.79
07/26/2022,$130.12,7205759,$137.00,$137.44,$129.78
07/25/2022,$140.26,5922122,$141.00,$142.95,$136.84
07/22/2022,$142.99,7918718,$157.64,$161.15,$142.12
07/21/2022,$157.73,4598416,$155.47,$161.30,$154.48
07/20/2022,$156.90,6461486,$147.94,$158.54,$147.0001
07/19/2022,$146.46,5782195,$149.00,$149.25,$141.4265
07/18/2022,$146.47,5710545,$150.50,$154.54,$145.80
07/15/2022,$147.95,5836409,$146.81,$150.22,$143.24
07/14/2022,$146.20,5345742,$148.60,$148.905,$141.57
07/13/2022,$149.60,6728649,$142.45,$154.29,$141.28
07/12/2022,$145.43,6783474,$157.00,$159.80,$144.1806
07/11/2022,$155.40,4141473,$158.05,$159.40,$152.60
07/08/2022,$159.68,6302316,$156.27,$164.78,$153.10
07/07/2022,$159.07,5823107,$155.06,$159.61,$152.1601
07/06/2022,$154.00,7381227,$154.96,$161.28,$152.12
07/05/2022,$154.90,8432449,$142.00,$155.60,$140.05
07/01/2022,$144.53,5787959,$140.085,$146.6697,$139.0101
06/30/2022,$139.06,6208495,$141.75,$142.98,$136.13
06/29/2022,$143.03,4794689,$141.65,$144.22,$139.35
06/28/2022,$143.76,10125750,$154.62,$154.62,$142.81
06/27/2022,$148.15,7273535,$150.38,$152.20,$144.29
06/24/2022,$151.53,12204580,$144.00,$152.02,$143.84
06/23/2022,$143.11,16880220,$136.28,$143.8698,$131.55
06/22/2022,$127.36,5996998,$120.87,$129.98,$120.13
06/21/2022,$122.54,5005586,$122.60,$125.88,$122.00
06/17/2022,$119.38,5754390,$114.50,$120.575,$114.28
06/16/2022,$114.38,6207314,$118.19,$119.60,$113.75
06/15/2022,$122.54,10479810,$118.65,$124.35,$115.72
06/14/2022,$113.87,7119013,$113.30,$116.50,$110.265
06/13/2022,$113.30,7139333,$114.49,$118.1799,$112.11
06/10/2022,$122.42,8900142,$129.00,$129.39,$119.43
06/09/2022,$133.23,7253735,$136.18,$139.675,$130.78
06/08/2022,$135.57,5157514,$131.23,$136.29,$130.03
06/07/2022,$131.26,5812015,$126.00,$131.90,$124.31
06/06/2022,$128.07,5189339,$132.60,$134.48,$125.78
06/03/2022,$129.82,6696782,$134.98,$138.24,$128.85
06/02/2022,$138.24,8477360,$126.81,$140.70,$126.11
06/01/2022,$126.15,12114960,$129.36,$135.83,$123.82
05/31/2022,$127.65,11346160,$130.00,$131.905,$124.69
05/27/2022,$129.91,16797590,$127.90,$130.61,$123.31
05/26/2022,$126.80,35730320,$117.03,$134.50,$112.10
05/25/2022,$132.77,13474740,$128.61,$135.615,$126.90
05/24/2022,$129.63,8593462,$138.14,$138.62,$125.77
05/23/2022,$138.85,6250402,$138.38,$142.78,$133.51
05/20/2022,$141.49,7485222,$148.00,$148.98,$134.26
05/19/2022,$146.82,7643114,$140.04,$152.63,$138.6849
05/18/2022,$137.76,6221689,$142.45,$146.35,$134.1001
05/17/2022,$145.81,7512956,$151.35,$153.88,$138.34
05/16/2022,$144.51,5964496,$155.44,$159.15,$143.52
05/13/2022,$158.36,8540412,$145.10,$159.72,$145.10
05/12/2022,$140.60,9381475,$130.12,$146.89,$126.01
05/11/2022,$132.88,8271568,$139.53,$147.36,$132.15
05/10/2022,$143.76,9287239,$149.40,$152.26,$132.00
05/09/2022,$143.29,9364657,$152.05,$155.74,$142.05
05/06/2022,$155.27,8785077,$164.34,$165.69,$151.21
05/05/2022,$166.18,8838721,$179.59,$179.95,$162.51
05/04/2022,$186.00,6957355,$178.75,$187.23,$166.67
05/03/2022,$176.42,4610042,$176.60,$181.09,$172.1801
05/02/2022,$177.76,4614623,$170.31,$177.98,$167.14
04/29/2022,$171.44,6805143,$187.45,$195.84,$171.125
04/28/2022,$185.71,6166119,$179.00,$187.66,$172.35
04/27/2022,$174.95,5688333,$183.65,$188.63,$173.80
04/26/2022,$178.76,5078108,$185.42,$186.85,$176.7914
04/25/2022,$186.94,7585593,$176.00,$190.7851,$175.20
04/22/2022,$173.80,3986552,$178.78,$181.18,$172.76
04/21/2022,$175.14,5417298,$188.93,$193.41,$174.68
04/20/2022,$185.98,4713089,$199.49,$199.49,$185.39
04/19/2022,$197.43,4517427,$193.84,$202.49,$190.0984
04/18/2022,$192.39,4037376,$198.21,$199.49,$189.88
04/14/2022,$198.63,6470090,$214.98,$215.00,$198.56
04/13/2022,$214.41,3393849,$209.97,$216.50,$209.79
04/12/2022,$210.94,6790304,$213.13,$222.00,$209.72
04/11/2022,$208.53,4482179,$207.40,$214.71,$201.63
04/08/2022,$208.34,3947517,$209.84,$213.67,$206.5401
04/07/2022,$213.88,6089231,$212.40,$217.30,$203.08
04/06/2022,$212.09,7872119,$221.25,$221.39,$205.89
04/05/2022,$227.09,4820408,$239.27,$240.91,$224.10
04/04/2022,$241.23,3384473,$235.38,$243.33,$234.665
04/01/2022,$234.81,5847447,$229.31,$244.05,$228.4701
03/31/2022,$229.13,3842281,$230.99,$237.3015,$227.00
03/30/2022,$231.63,5388589,$236.01,$244.39,$228.54
03/29/2022,$239.67,6886226,$240.00,$246.5199,$236.00
03/28/2022,$235.89,7485537,$220.00,$238.5384,$219.0101
03/25/2022,$219.81,4538904,$227.80,$231.7699,$216.23
03/24/2022,$227.57,4723084,$222.00,$227.71,$210.00
03/23/2022,$222.24,4043311,$221.18,$228.7799,$216.81
03/22/2022,$224.96,6100404,$212.79,$229.34,$210.5701
03/21/2022,$212.97,6802244,$217.76,$222.17,$206.06
03/18/2022,$222.85,10058160,$212.08,$225.43,$209.11
03/17/2022,$208.85,8301081,$195.00,$210.76,$191.06
03/16/2022,$197.84,13954580,$177.02,$198.16,$176.23
03/15/2022,$170.78,8147709,$168.98,$172.00,$164.29
03/14/2022,$166.75,7706369,$178.86,$181.50,$164.36
03/11/2022,$180.42,5857237,$200.00,$200.01,$179.93
03/10/2022,$197.85,4517322,$202.97,$202.97,$192.25
03/09/2022,$207.56,5929835,$201.44,$210.11,$196.70
03/08/2022,$191.61,8598340,$191.00,$199.46,$182.74
03/07/2022,$193.00,8270380,$215.26,$219.835,$192.405
03/04/2022,$209.65,10412240,$219.27,$224.42,$208.05
03/03/2022,$224.02,33628780,$223.417,$234.00,$215.71
03/02/2022,$264.69,13372780,$265.65,$268.50,$250.58
03/01/2022,$263.19,2975430,$267.54,$272.88,$261.31
02/28/2022,$265.66,4496529,$267.99,$274.5773,$260.70
02/25/2022,$269.42,2730113,$267.80,$275.895,$263.01
02/24/2022,$269.87,5006416,$242.61,$270.43,$240.10
02/23/2022,$252.63,3094268,$272.42,$276.87,$252.00
02/22/2022,$267.78,3624374,$271.06,$282.48,$264.53
